eleccion,codigo_localidad,localidad,nombre_puesto,votos_totales,votos_ph,pct_ph,sitio_oficial,direccion,latitud,longitud
JAL 2023,08,LOCALIDAD  8 KENNEDY,COLEGIO PAULO VI SEDE A,1239,204,16.46,Colegio Distrital Paulo VI Sede A,CRA 78 N # 41 - 17/ 21 Sur / CRA 78 P # 41 - 20 Sur,4.62088803000006,-74.15802882999998
JAL 2023,08,LOCALIDAD  8 KENNEDY,COLEGIO RODRIGO TRIANA,4882,792,16.22,Colegio Distrital Rodrigo Triana Sede A (Paraiso),CLL 38 B Sur # 89 - 81 /CLL 38 Sur # 89 - 81,4.640010210000071,-74.16738578999997
JAL 2023,08,LOCALIDAD  8 KENNEDY,COLEGIO SAN PEDRO CLAVER SEDE A,1837,329,17.91,Colegio Distrital San Pedro Claver Sede A,CRA 79C # 41B - 51 Sur,4.622000000000071,-74.16109999999998
JAL 2023,08,LOCALIDAD  8 KENNEDY,COLEGIO SAN PEDRO CLAVER SEDE B,419,53,12.65,Colegio Distrital San Pedro Claver Sede B,CLL 42 G Sur # 87 - 06,4.631496880000043,-74.17139979999996
JAL 2023,08,LOCALIDAD  8 KENNEDY,COLEGIO SAN RAFAEL SEDE A,365,59,16.16,Colegio Distrital San Rafael Sede A,TRV 78 I # 42 B - 81 Sur / CRA 78 L # 42 B - 84 Sur,4.617571590000068,-74.16240130999995
JAL 2023,08,LOCALIDAD  8 KENNEDY,COLEGIO TOM ADAMS,3714,552,14.86,Colegio Distrital Tom Adams,CLL 40 J Sur # 78 - 08,4.6182880500000465,-74.15564539999997
JAL 2023,08,LOCALIDAD  8 KENNEDY,DINDALITO,6079,944,15.53,,,,
JAL 2023,08,LOCALIDAD  8 KENNEDY,EL JAPON,5200,793,15.25,Colegio Distrital El Japón,CRA 78 G # 38 C - 11 Sur,4.621697550000022,-74.15351730999998
JAL 2023,08,LOCALIDAD  8 KENNEDY,EL SAUCEDAL,2166,207,9.56,Colegio Distrital La Amistad - Sede B,CRA 83 # 38 B - 12 Sur,4.633038830000032,-74.16282556999994
JAL 2023,08,LOCALIDAD  8 KENNEDY,ESC.TECNOLOGICA INST. TECNICO CENTRAL,1554,241,15.51,Escuela Tecnológica Instituto Técnico Central,CLL 6 C # 94 A - 25,4.653949640000064,-74.16140759999996
JAL 2023,08,LOCALIDAD  8 KENNEDY,ESTADOS UNIDOS SUPER 13,3873,558,14.41,,,,
JAL 2023,08,LOCALIDAD  8 KENNEDY,FERNANDO SOTO APARICIO,502,80,15.94,Colegio Fernando Soto Aparicio – Nuevo Kennedy,TRV 73 A Bis B # 36 - 47 Sur,4.618814040000075,-74.14748936999996
JAL 2023,08,LOCALIDAD  8 KENNEDY,FERNANDO SOTO APARICIO SEDE B,817,114,13.95,Colegio Fernando Soto Aparicio Sede B,CRA 80 A # 51 B - 29 Sur,4.617238000000043,-74.17262599999998
JAL 2023,08,LOCALIDAD  8 KENNEDY,FLORALIA,3100,405,13.06,Salón Comunal Floralia,TRV 68 C # 31 - 26 Sur,4.608704880000062,-74.13231108999997
JAL 2023,08,LOCALIDAD  8 KENNEDY,FLORESTA SUR SEDE B,942,116,12.31,Colegio Distrital La Floresta Sur Sede B,CLL 2 # 68 B - 08 Sur / CLL 2 # 68 B - 82 Sur,4.62047855000003,-74.12772212999994
JAL 2023,08,LOCALIDAD  8 KENNEDY,FRANCISCO JOSE DE CALDAS - INEM SEDE B,4016,507,12.62,Colegio Distrital INEM Francisco de Paula Santander -Sede B,CLL 35 C Sur # 78 N - 10,4.626545720000024,-74.15317527999997
JAL 2023,08,LOCALIDAD  8 KENNEDY,FRANCISCO MIRANDA,6398,1064,16.63,Colegio Distrital Francisco Miranda,DIAG 41 Sur # 73 A - 80,4.6125888600000735,-74.15445625999996
JAL 2023,08,LOCALIDAD  8 KENNEDY,GEMA,474,66,13.92,Salón Comunal El Ruby II Sector,CLL 58 B Sur # 78 K - 21 /CLL 58 C Sur # 78 K - 21,4.607525830000043,-74.17686551999998
JAL 2023,08,LOCALIDAD  8 KENNEDY,GRAN COLOMBIANO,3979,573,14.4,,,,
JAL 2023,08,LOCALIDAD  8 KENNEDY,INEM FRANCISCO DE PAULA SANTANDER SEDE A,3262,560,17.17,Colegio Distrital INEM Francisco de Paula Santander,CLL 38 C Sur # 79 - 08,4.624982830000022,-74.15550350999996
JAL 2023,08,LOCALIDAD  8 KENNEDY,ISABEL II,1055,157,14.88,Colegio Isabel II,DIAG 2 D # 79 C - 83,4.6335696800000505,-74.15294974999995
JAL 2023,08,LOCALIDAD  8 KENNEDY,JAIRO ANIBAL NIÑO,7128,1063,14.91,,,,
JAL 2023,08,LOCALIDAD  8 KENNEDY,JOHN F. KENNEDY,3539,508,14.35,Colegio Distrital Jhon F. Kennedy,CRA 74 B # 38 A - 35 Sur,4.619573280000054,-74.15025403999994
JAL 2023,08,LOCALIDAD  8 KENNEDY,LA CHUCUA,5121,754,14.72,Colegio Distrital La Chucua,CRA 72 I # 42 F - 54 Sur,4.6036399400000505,-74.14854788999997
JAL 2023,08,LOCALIDAD  8 KENNEDY,LA FLORESTA SUR,5090,625,12.28,Colegio Distrital La Floresta Sur - Sede 1,CRA 68 B Bis # 1 - 09 Sur,4.620795860000044,-74.12744373999993
JAL 2023,08,LOCALIDAD  8 KENNEDY,LAS AMERICAS SEDE A,3947,566,14.34,Colegio Distrital Las Américas - Sede A,CRA 73 C Bis # 38 C - 84 Sur / CLL 38C Sur # 73A - 93,4.616765260000022,-74.15062749999998
JAL 2023,08,LOCALIDAD  8 KENNEDY,LAS PALMERAS,3401,481,14.14,,,,
JAL 2023,08,LOCALIDAD  8 KENNEDY,LICEO EL CASTILLO,2093,236,11.28,Colegio Privado El Castillo,CRA 82 Bis # 7 D - 12,4.643894620000026,-74.14992682999997
JAL 2023,08,LOCALIDAD  8 KENNEDY,LICEO REYNEL,414,63,15.22,Liceo Reynel,CLL 39 Sur # 68 F - 15,4.602634000000023,-74.13856753999994
JAL 2023,08,LOCALIDAD  8 KENNEDY,LORETO DE CASTILLA,550,70,12.73,Instituto Comercial Loreto de Castilla,CLL 8 # 78 C - 60,4.639170750000062,-74.14319126999999
JAL 2023,08,LOCALIDAD  8 KENNEDY,LOS HEROES,2466,319,12.94,Colegio Distrital Los Héroes,CLL 35 B Sur # 73 A - 40 Int 1,4.620540830000039,-74.14522563999998
JAL 2023,08,LOCALIDAD  8 KENNEDY,LOS PERIODISTAS,3380,547,16.18,Colegio Distrital Los Periodistas,CLL 41 C Sur # 78 H - 85,4.617388220000066,-74.15832380999996
JAL 2023,08,LOCALIDAD  8 KENNEDY,MANDALAY - COLEGIO KENNEDY,4941,649,13.13,Colegio Distrital Kennedy,CLL 5 Sur # 72 A - 69,4.620267630000058,-74.14082627999994
JAL 2023,08,LOCALIDAD  8 KENNEDY,MANUEL CEPEDA,2643,479,18.12,Colegio Distrital Manuel Cepeda Vargas,CLL 56 Sur # 81 - 26,4.616530010000076,-74.17766229999995
JAL 2023,08,LOCALIDAD  8 KENNEDY,MARIA PAZ,2679,326,12.17,Salón Comunal María Paz,CLL 5 A Sur # 82 - 63 / CLL 5 A Sur # 82 - 01,4.6368686800000205,-74.15796743999994
JAL 2023,08,LOCALIDAD  8 KENNEDY,MARSELLA,5017,728,14.51,Colegio Distrital Marsella,CRA 69 # 7 - 90,4.632151290000024,-74.12731736999996
JAL 2023,08,LOCALIDAD  8 KENNEDY,METRO ALQUERIA,217,30,13.82,Almacén Metro Alquería,AV CRA 68 # 38 - 87 Sur / CRA 68 # 38A - 15,4.602679980000062,-74.13464627999997
JAL 2023,08,LOCALIDAD  8 KENNEDY,MILENIO PLAZA,3010,445,14.78,Centro Comercial Milenio Plaza,AV Ciudad de Cali # 42 B - 51 Sur / AV CRA 86 # 42 B - 51 Sur,4.630349090000038,-74.16878477999995
JAL 2023,08,LOCALIDAD  8 KENNEDY,NICOLAS ESGUERRA,162,29,17.9,Colegio Nicolás Esguerra,CLL 9 C # 68 - 52,4.632326110000065,-74.12260322999998
JAL 2023,08,LOCALIDAD  8 KENNEDY,PATIO BONITO,8971,1457,16.24,,,,
JAL 2023,08,LOCALIDAD  8 KENNEDY,PATIOS,4266,677,15.87,,,,
JAL 2023,08,LOCALIDAD  8 KENNEDY,PERPETUO SOCORRO,3954,515,13.02,,,,
JAL 2023,08,LOCALIDAD  8 KENNEDY,PIO XII - SEDE COLEGIO ISABEL II,3363,453,13.47,Colegio Distrital Isabel II -  Sede B,CRA 79 F # 6 B - 30 / CRA 79 F # 6 B - 34,4.635361170000067,-74.15182267999995
JAL 2023,08,LOCALIDAD  8 KENNEDY,POLIDEPORTIVO CASTILLA,1172,127,10.84,Polideportivo Castilla,CLL 8 B Bis # 73 B - 1 / CRA 75 8 A - 31,4.639782510000032,-74.13941410999996
JAL 2023,08,LOCALIDAD  8 KENNEDY,PROSPERO PINZON,4543,666,14.66,Colegio Próspero Pinzón,CLL 35 C Sur #78 F - 81,4.624321240000029,-74.15109253999998
JAL 2023,08,LOCALIDAD  8 KENNEDY,ROMA,8755,1399,15.98,,,,
JAL 2023,08,LOCALIDAD  8 KENNEDY,SAGRADO CORAZON,364,63,17.31,Colegio Sagrado Corazón Sede Principal,CLL 54 Sur # 81 H - 15,4.620347680000066,-74.17712049999994
JAL 2023,08,LOCALIDAD  8 KENNEDY,SALON COMUNAL ANDALUCIA II SECTOR,350,30,8.57,Salón Comunal Andalucia II Sector,CLL 14 A # 81 - 38,4.653618250000022,-74.13694453999994
JAL 2023,08,LOCALIDAD  8 KENNEDY,SALON COMUNAL BOITA II SECTOR,1097,185,16.86,Salón Comunal Boita II Sector,CRA 72 R Bis # 48 - 11 Sur,4.604087420000042,-74.15639226999997
JAL 2023,08,LOCALIDAD  8 KENNEDY,SALON COMUNAL CARVAJAL OSORIO,968,171,17.67,Salón Comunal Carvajal Osorio,CRA 68 L  #37 D - 38 Sur /CRA 68 I # 37 D - 02 Sur / CLL 38 Sur # 68 J - 50,4.6069290000000365,-74.13835799999998
JAL 2023,08,LOCALIDAD  8 KENNEDY,SALON COMUNAL MARSELLA,2935,395,13.46,Salón Comunal Marsella,CRA 69 # 8 - 28,4.632976380000059,-74.12702547999999
JAL 2023,08,LOCALIDAD  8 KENNEDY,SALON COMUNAL MONTERREY,562,66,11.74,Salón Comunal Monterrey,CLL 8 Bis # 81 - 40 ,4.643097500000067,-74.14783571999999
JAL 2023,08,LOCALIDAD  8 KENNEDY,SALON COMUNAL ROMA IV,1204,168,13.95,Salón Comunal Roma IV Segundo Sector,CRA 78 J # 54 - 16 Sur,4.611307110000041,-74.17060251999999
JAL 2023,08,LOCALIDAD  8 KENNEDY,SALON COMUNAL SANTA CATALINA,438,78,17.81,Salón Comunal Santa Catalina,CRA 72 Q Bis #43 - 06 Sur /CLL 43 Sur # 72Q - 45,4.606108600000027,-74.15486890999995
JAL 2023,08,LOCALIDAD  8 KENNEDY,SALON COMUNAL VILLA ALSACIA,1220,132,10.82,Salón Comunal Villa Alsacia,CLL 11 A # 72 D - 20,4.64346598000003,-74.13615890999995
JAL 2023,08,LOCALIDAD  8 KENNEDY,SALON COMUNAL VILLA CLAUDIA,614,98,15.96,Salón Comunal Villa Claudia,CLL 9 A Sur # 68 F - 23,4.617274000000066,-74.12914228999995
JAL 2023,08,LOCALIDAD  8 KENNEDY,SAN FRANCISCO EN EL TINTAL,4270,663,15.53,Colegio Gimnasio Moderno San Francisco El Tintal,CLL 6 D # 90 - 51,4.649993000000052,-74.15820999999994
JAL 2023,08,LOCALIDAD  8 KENNEDY,SAN JOSE DE CASTILLA SEDE A,5258,780,14.83,Colegio Distrital San José de Castilla - Sede A,CLL 7 C # 78 F - 20 /CRA 78 F # 7 D - 03,4.638309000000049,-74.14383999999995
JAL 2023,08,LOCALIDAD  8 KENNEDY,SANTA MARIA DE KENNEDY,4234,455,10.75,Salón Comunal Urbanización Villa Andrea,CLL 51 C Sur # 82 A - 09,4.622501830000033,-74.17647343999994
JAL 2023,08,LOCALIDAD  8 KENNEDY,SUPERIOR AMERICANO,7059,894,12.66,Colegio Superior Americano,CRA 71 C # 3 A - 41,4.626186380000036,-74.13590567999995
JAL 2023,08,LOCALIDAD  8 KENNEDY,TAGASTE,2063,287,13.91,,,,
JAL 2023,08,LOCALIDAD  8 KENNEDY,TINTALITO,5873,852,14.51,,,,
JAL 2023,08,LOCALIDAD  8 KENNEDY,VILLA ADRIANA,2341,319,13.63,Salón Comunal Villa Adriana,CLL 20 Sur # 68 D - 36,4.612923950000038,-74.12908470999997
JAL 2023,08,LOCALIDAD  8 KENNEDY,VILLA RICA,2582,370,14.33,,,,
JAL 2023,08,LOCALIDAD  8 KENNEDY,VILLANUEVA,2404,329,13.69,Colegio Distrital Alfonso López Pumarejo - Sede B,CLL 40 B Sur # 57 - 26 / CRA 68I # 39D - 04 Sur,4.603200020000031,-74.14097587999998
JAL 2023,08,LOCALIDAD  8 KENNEDY,VISION DE COLOMBIA,6779,814,12.01,Colegio Distrital San José de Castilla - Sede C,CRA 79 C # 13 A - 40,4.65068339000004,-74.13528233999995
JAL 2023,09,LOCALIDAD 9 FONTIBON,ACUNAR,1366,159,11.64,Jardín Infantil ACUNAR Sabana Grande,CRA 104 # 13 D - 35 / CRA 106 # 15 A - 32,4.668003800000065,-74.15744062999994
JAL 2023,09,LOCALIDAD 9 FONTIBON,AGUSTINIANO SALITRE,6538,872,13.34,,,,
JAL 2023,09,LOCALIDAD 9 FONTIBON,ATAHUALPA,3098,437,14.11,Colegio Distrital Atahualpa,AV CRA 116 # 22I - 56,4.688300000000027,-74.14829999999995
JAL 2023,09,LOCALIDAD 9 FONTIBON,BATAVIA,2764,342,12.37,Concentración Escolar Batavia,CRA 114 # 17 C - 07,4.6826835800000595,-74.15300323999998
JAL 2023,09,LOCALIDAD 9 FONTIBON,BELEN,6355,755,11.88,Colegio Integrado de Fontibón,CRA 106 # 18 - 77,4.678433950000056,-74.14731024999998
JAL 2023,09,LOCALIDAD 9 FONTIBON,CACIQUE HYNTIBA,1642,247,15.04,Casa de La Cultura de Fontibón Cacique Hyntiba,CLL 17A # 99 - 53,4.672996710000064,-74.14514481999998
JAL 2023,09,LOCALIDAD 9 FONTIBON,CASA PENSAMIENTO INTERCULTURAL,394,53,13.45,Casa de Pensamiento Intercultural,DIAG 15 D # 98 - 40,4.666352900000049,-74.15174359999997
JAL 2023,09,LOCALIDAD 9 FONTIBON,CENTRO A,3624,436,12.03,Colegio Distrital Rodrigo Arenas Betancourt,CRA 97 # 16 J - 15,4.670627620000062,-74.14464347999996
JAL 2023,09,LOCALIDAD 9 FONTIBON,COLEGIO LUIS ANGEL ARANGO,1098,147,13.39,Colegio Distrital Luis Ángel Arango,CLL 23 G # 103 - 60 /CRA 103 # 23 G - 01,4.681852690000028,-74.13755124999994
JAL 2023,09,LOCALIDAD 9 FONTIBON,EL CHARCO,360,76,21.11,Colegio Distrital Antonio Van Üden Sede B,CLL 17 F # 128 - 45,4.692487530000051,-74.16143793999998
JAL 2023,09,LOCALIDAD 9 FONTIBON,EL JARDIN,237,27,11.39,Salón Comunal San José - El Jardín,CRA 100 # 24 D - 65,4.683248640000045,-74.13252331999996
JAL 2023,09,LOCALIDAD 9 FONTIBON,FERROCAJA,460,72,15.65,Vía Pública Colegio Distrital Villemar El Carmen Sede C,CRA 97 # 22 G - 15,4.676020200000039,-74.13840758999999
JAL 2023,09,LOCALIDAD 9 FONTIBON,FONTIBON,11010,1115,10.13,Colegio Parroquial San Pedro Claver,CRA 99 CLL 17 A Esquina / CRA 99 # 17A - 62,4.672635170000035,-74.14450537999994
JAL 2023,09,LOCALIDAD 9 FONTIBON,HAYUELOS CENTRO COMERCIAL,11768,1364,11.59,Centro Comercial Hayuelos,CLL 20 # 82 - 52,4.664203610000072,-74.13054683999997
JAL 2023,09,LOCALIDAD 9 FONTIBON,HAYUELOS JUMBO,7608,813,10.69,,,,
JAL 2023,09,LOCALIDAD 9 FONTIBON,INTEGRADO SEDE B,485,48,9.9,Colegio Distrital Integrado - Sede B,CLL 22 F # 109 B - 29,4.683119410000074,-74.14624404999995
JAL 2023,09,LOCALIDAD 9 FONTIBON,LA ALDEA,2116,266,12.57,Salón Comunal la Aldea,CLL 22 G # 117 A - 38,4.688916000000063,-74.15002899999996
JAL 2023,09,LOCALIDAD 9 FONTIBON,LA FELICIDAD,4261,455,10.68,Colegio Distrital La Felicidad,CLL 19 # 79 - 37,4.656356410000058,-74.13059069999997
JAL 2023,09,LOCALIDAD 9 FONTIBON,LA GIRALDA,4625,534,11.55,Subdirección de Integración Social,CRA 104 B # 22 J - 15 /CLL 23 # 104 B - 15,4.681725340000071,-74.14173478999999
JAL 2023,09,LOCALIDAD 9 FONTIBON,LA LAGUNA,6462,743,11.5,Colegio Distrital Pablo Neruda,CLL 16 F Bis # 102 - 70,4.672245610000061,-74.14939244999994
JAL 2023,09,LOCALIDAD 9 FONTIBON,MODELIA REAL,3038,314,10.34,Colegio Gimnasio Modelia Real,CLL 24 D # 82 - 13 /CRA 82 # 24 C - 29 ,4.670602090000045,-74.12140295999995
JAL 2023,09,LOCALIDAD 9 FONTIBON,MODELIA SUR,5161,471,9.13,Salón Múltiple Comunitario,CLL 25 B # 81 - 41 / CRA 81C # 24D 60,4.670049750000032,-74.11924085999993
JAL 2023,09,LOCALIDAD 9 FONTIBON,MULTIPLAZA,4489,505,11.25,Centro Comercial Multiplaza,CLL 19 A # 72 - 57,4.653330240000059,-74.12499241999996
JAL 2023,09,LOCALIDAD 9 FONTIBON,NAVARRA MODELIA,3032,363,11.97,Liceo Navarra,CRA 74 # 24 B - 80,4.665820000000053,-74.11706199999998
JAL 2023,09,LOCALIDAD 9 FONTIBON,PABLO NERUDA,995,131,13.17,Colegio Distrital Pablo Neruda Sede B,CLL 16 J # 99 - 95,4.672448640000027,-74.14642965999997
JAL 2023,09,LOCALIDAD 9 FONTIBON,PUENTE GRANDE,2097,377,17.98,Liceo Juvenil Moravia,CRA 137 A # 17 D - 31,4.697663890000058,-74.16811639999997
JAL 2023,09,LOCALIDAD 9 FONTIBON,PUERTA DE TEJA,1406,116,8.25,Colegio Distrital Costa Rica - Sede C,CLL 25 C Bis B # 96 - 56,4.6821795600000655,-74.12699895999998
JAL 2023,09,LOCALIDAD 9 FONTIBON,RECODO,3866,499,12.91,Salón Social Conjunto Residencial Fontibón Reservado,CLL 14 B # 119 A - 17,4.680477450000069,-74.16613786999994
JAL 2023,09,LOCALIDAD 9 FONTIBON,SALITRE PLAZA,10003,1021,10.21,Centro Comercial Salitre Plaza,CRA 68 B # 24 - 39,4.652714740000022,-74.10918051999994
JAL 2023,09,LOCALIDAD 9 FONTIBON,SAN JOSE,676,79,11.69,Colegio Privado Parroquial San José ,CRA 100 # 24 - 60 ,4.681714740000075,-74.13355040999994
JAL 2023,09,LOCALIDAD 9 FONTIBON,SAN PABLO LA PERLA,3171,364,11.48,Colegio Distrital Antonio Van Üden,CLL 17 D # 123 B - 37,4.688993230000051,-74.15887106999998
JAL 2023,09,LOCALIDAD 9 FONTIBON,SANTA CECILIA - MODELIA,4339,444,10.23,Colegio Distrital Santa Cecilia,CLL 25 B # 83 - 14,4.671957660000032,-74.12063458999995
JAL 2023,09,LOCALIDAD 9 FONTIBON,SANTA TERESA CENTRO,2199,245,11.14,Colegio Santa Teresa Centro,CRA 99 # 19 -72,4.6737940000000435,-74.14252299999998
JAL 2023,09,LOCALIDAD 9 FONTIBON,TREBOLIS,1369,133,9.72,Centro Comercial Trebolis,CRA 90 # 17 - 95 /Cl 19A # 91 - 05,4.66585292000002,-74.13645248999995
JAL 2023,09,LOCALIDAD 9 FONTIBON,TRES ELEFANTES- LA ESPERANZA,3348,356,10.63,,,,
JAL 2023,09,LOCALIDAD 9 FONTIBON,TRES ESTANCIAS,1702,210,12.34,Salón Comunal Tres Estancias,CLL 15 # 119 - 14 /CLL 15 # 119 A - 90,4.68281458000007,-74.16417605999999
JAL 2023,09,LOCALIDAD 9 FONTIBON,VAN UDEN CALLE 13,664,125,18.83,,,,
JAL 2023,09,LOCALIDAD 9 FONTIBON,VERACRUZ,5942,686,11.54,Colegio Distrital República de Costa Rica - Sede C,CRA 101 # 23 - 42,4.679446400000074,-74.13770941999996
JAL 2023,09,LOCALIDAD 9 FONTIBON,VERSALLES,7692,888,11.54,Colegio Distrital Internacional,CRA 112 # 23 - 05,4.686837270000069,-74.14523521999996
JAL 2023,09,LOCALIDAD 9 FONTIBON,VILLA ANDREA,434,98,22.58,Jardín Infantil Villa Andrea,CLL 17 C # 134 - 70 Manzana 1 ,4.695402260000037,-74.16663541999998
JAL 2023,09,LOCALIDAD 9 FONTIBON,VILLEMAR,7396,916,12.39,Colegio Distrital Villemar El Carmen,CLL 20 D # 96 G - 51,4.6725942300000725,-74.13918464999995
JAL 2023,09,LOCALIDAD 9 FONTIBON,ZONA FRANCA,8593,1366,15.9,Colegio Distrital Carlo Federici,CLL 14 A # 108 - 78,4.671739570000057,-74.15965762999997
JAL 2023,10,LOCALIDAD 10 ENGATIVA,ALCALA SEDE B,432,48,11.11,Colegio Distrital Nestor Forero Alcala Sede B,DIAG 70 # 70 - 40,4.681993060000025,-74.09316965999994
JAL 2023,10,LOCALIDAD 10 ENGATIVA,ALMAZAN ENGATIVA,6597,945,14.32,,,,
JAL 2023,10,LOCALIDAD 10 ENGATIVA,BACHUE,8281,1113,13.44,Colegio Técnico Distrital Laureano Gómez - Sede B,CLL 90 A # 95 D - 56,4.718635630000051,-74.10182822999997
JAL 2023,10,LOCALIDAD 10 ENGATIVA,BACHUE II - BOCHICA I,4145,546,13.17,Sede Social Edificio Comunal Bochica 1,CLL 83 # 95 D - 04,4.712395780000065,-74.10589612999996
JAL 2023,10,LOCALIDAD 10 ENGATIVA,BOCHICA,10444,1543,14.77,Centro Comercial Portal 80,TRV 100A # 80A - 20 / AV CLL 80 # 100 - 50,4.710570740000037,-74.11216228999996
JAL 2023,10,LOCALIDAD 10 ENGATIVA,BOLIVIA,5535,700,12.65,Colegio Distrital Rodolfo Llinas,CRA 103 D # 86 A - 72,4.719820000000027,-74.10831499999995
JAL 2023,10,LOCALIDAD 10 ENGATIVA,BONANZA,6822,818,11.99,Colegio Distrital Técnico República de Guatemala,CLL 78 Bis # 69T - 45,4.6901322000000505,-74.08685264999997
JAL 2023,10,LOCALIDAD 10 ENGATIVA,BOSQUE POPULAR,4549,670,14.73,Colegio Distrital Instituto Técnico Industrial Francisco Jose de Caldas - Sede A,CRA 68 F # 63 B - 02,4.668805920000068,-74.09538259999994
JAL 2023,10,LOCALIDAD 10 ENGATIVA,BOSQUES DE MARIANA,594,53,8.92,Salón Comunal Bosques de Mariana,CRA 107 B Bis # 70 F - 50,4.707854480000037,-74.12430788999995
JAL 2023,10,LOCALIDAD 10 ENGATIVA,BOYACA,5021,621,12.37,Colegio Distrital Manuela Ayala de Gaitán - Sede A,CLL 71 # 75 - 11,4.688139070000034,-74.09952888999999
JAL 2023,10,LOCALIDAD 10 ENGATIVA,CENTRO COMERCIAL NUESTRO BOGOTA,1809,195,10.78,Centro Comercial Nuestro Bogotá,AV CRA 86 # 55 A - 75,4.683601320000037,-74.11529593999995
JAL 2023,10,LOCALIDAD 10 ENGATIVA,CENTRO COMERCIAL PUNTO 72,1443,226,15.66,Centro Comercial Punto 72,CLL 72 A # 86 - 49 Parqueadero,4.696919330000071,-74.10605957999996
JAL 2023,10,LOCALIDAD 10 ENGATIVA,CENTRO EDUCATIVO SCALAS,699,94,13.45,Centro Educativo Scalas,CRA 82 # 68 B - 09,4.6900148100000365,-74.10620783999997
JAL 2023,10,LOCALIDAD 10 ENGATIVA,CIUDAD DE HONDA,1158,168,14.51,Colegio Distrital Instituto Técnico industrial Francisco José de Caldas - Sede B,CLL 64 F Bis # 68 G - 16,4.672932560000049,-74.09349927999995
JAL 2023,10,LOCALIDAD 10 ENGATIVA,CIUDADELA COLSUBSIDIO,9634,1249,12.96,Colegio Centro Educativo Integral Colsubsidio,CLL 83 # 110 - 58,4.720811410000067,-74.11391556999996
JAL 2023,10,LOCALIDAD 10 ENGATIVA,COLEGIO COPES,872,127,14.56,Colegio Pedagógico del Espíritu Santo,CLL 72 # 102 - 23 / AV CLL 72 # 102 - 23,4.7049842100000205,-74.11810398999995
JAL 2023,10,LOCALIDAD 10 ENGATIVA,COLEGIO LESTONAC,712,96,13.48,Colegio Privado Centro Lestonac Compañía de María,CRA 87 A # 84 A - 81,4.7080329600000255,-74.09906523999996
JAL 2023,10,LOCALIDAD 10 ENGATIVA,COLEGIO NORTE ADVENTISTA,329,35,10.64,Colegio Adventista del Norte,CRA 70 G # 71 - 04,4.683743500000048,-74.09436380999995
JAL 2023,10,LOCALIDAD 10 ENGATIVA,COLEGIO RR OBLATAS AL DIVINO AMOR,319,34,10.66,Colegio Privado RR Oblatas Al Divino Amor,CRA 71 B # 52 - 30,4.66938293000004,-74.10683512999998
JAL 2023,10,LOCALIDAD 10 ENGATIVA,COMUNIDAD COLEGIO FE Y ALEGRIA,493,81,16.43,Colegio Distrital Fe y Alegría,CRA 105 A # 74 A - 15,4.708199280000031,-74.11897248999998
JAL 2023,10,LOCALIDAD 10 ENGATIVA,DIVERPLAZA,8461,1178,13.92,Centro Comercial Diverplaza,TRV 99 Bis # 70A - 89 / AV CRA 96 # 70A - 89,4.7001410000000305,-74.11511199999995
JAL 2023,10,LOCALIDAD 10 ENGATIVA,EL CEDRO,1239,148,11.95,Colegio Distrital Charry,CRA 109 A # 77 A - 16 /CRA 108 # 77 - 21 ,4.713627000000031,-74.12015899999994
JAL 2023,10,LOCALIDAD 10 ENGATIVA,EL CORTIJO,8167,941,11.52,,,,
JAL 2023,10,LOCALIDAD 10 ENGATIVA,EL ENCANTO,1832,257,14.03,Salón Comunal de Villaluz,CRA 77 A # 64 B - 03,4.681729460000042,-74.10735812999997
JAL 2023,10,LOCALIDAD 10 ENGATIVA,EL GUALI,2360,347,14.7,Colegio Cafam Básica Primaria,AV CLL 64 C # 68 F - 29,4.671215580000023,-74.09435405999994
JAL 2023,10,LOCALIDAD 10 ENGATIVA,EL LUJAN,5546,658,11.86,Colegio Distrital Robert Kennedy - Sede A,AV Boyacá # 64 H - 39 /AV CRA 72 # 64 H - 39,4.678894770000056,-74.10148869999995
JAL 2023,10,LOCALIDAD 10 ENGATIVA,EL MORISCO,2989,371,12.41,Colegio Distrital Morisco,DIAG 83 # 73 - 12 / DIAG 83 # 73 A - 12 ,4.705155590000061,-74.09038496999995
JAL 2023,10,LOCALIDAD 10 ENGATIVA,EL MUELLE,8350,1103,13.21,Colegio Colsubsidio Las Mercedes,CRA 105 D # 66 A - 15 /CRA 105 F # 66 - 33,4.700289140000052,-74.12521383999996
JAL 2023,10,LOCALIDAD 10 ENGATIVA,EL REAL,605,75,12.4,Colegio Distrital Robert Kennedy Sede B,CLL 65 A # 76 - 53,4.68314016000005,-74.10434446999994
JAL 2023,10,LOCALIDAD 10 ENGATIVA,ENGATIVA,9184,1157,12.6,Colegio Distrital General Santander,CRA 123 # 65 A - 03 / CLL 65A # 123 - 38,4.716288230000032,-74.14095823999997
JAL 2023,10,LOCALIDAD 10 ENGATIVA,FERIAS II,3119,413,13.24,Colegio Distrital Juán del Corral - Sede A,CRA 69 B # 79 A - 42,4.686961490000044,-74.08190080999998
JAL 2023,10,LOCALIDAD 10 ENGATIVA,FLORENCIA,2405,286,11.89,Colegio Distrital Nidia Quintero de Turbay - Sede B,DIAG 74 B # 87 - 40,4.69956811000003,-74.10526331999995
JAL 2023,10,LOCALIDAD 10 ENGATIVA,GARCES NAVAS,8602,1205,14.01,Colegio Distrital Nueva Constitución,CRA 107 B # 74 B - 31,4.711136510000074,-74.12207203999998
